level1,level2,level3,level4
primary aroma,spice,5-spice,5 spice
primary aroma,spice,5-spice,5spice
primary aroma,spice,5-spice,5-spice
primary aroma,spice,5-spice,asian five spice
primary aroma,spice,5-spice,asian spice
primary aroma,spice,5-spice,asian spices
primary aroma,spice,5-spice,chinese five spice
primary aroma,spice,5-spice,chinese spices
primary aroma,spice,5-spice,five spice
primary aroma,spice,5-spice,fivespice
primary aroma,spice,5-spice,fivespices
primary aroma,spice,5-spice,five spice powder
primary aroma,flower,acacia,acacia
primary aroma,flower,acacia,acacia flower
primary aroma,flower,acacia,acacia flowers
primary aroma,flower,acacia,acacia honey
,,acetone,acetone
tertiary,oak aging,allspice,all spice
tertiary,oak aging,allspice,allspice
primary aroma,vegetable,almond,almond
primary aroma,vegetable,almond,almond cream
primary aroma,vegetable,almond,almond kernel
primary aroma,vegetable,almond,almond paste
primary aroma,vegetable,almond,bitter almond
primary aroma,vegetable,almond,bitter almonds
primary aroma,vegetable,almond,candied almond
primary aroma,vegetable,almond,candied almonds
primary aroma,vegetable,almond,crushed almond
primary aroma,vegetable,almond,crushed almonds
primary aroma,vegetable,almond,green almond
primary aroma,vegetable,almond,green almonds
primary aroma,vegetable,almond,grilled almond
primary aroma,vegetable,almond,grilled almonds
primary aroma,vegetable,almond,roasted almond
primary aroma,vegetable,almond,roasted almonds
primary aroma,vegetable,almond,smoked almond
primary aroma,vegetable,almond,smoked almonds
primary aroma,vegetable,almond,toasted almond
primary aroma,vegetable,almond,toasted almonds
primary aroma,vegetable,almond,white almond
primary aroma,vegetable,almond,almonds
primary aroma,vegetable,almond,salted almonds
primary aroma,vegetable,almond,salted almond
primary aroma,spice,alpine herbs,alpine herb
primary aroma,spice,alpine herbs,alpine herbs
primary aroma,spice,anise,anise
primary aroma,spice,anise,anise spice
primary aroma,spice,anise,aniseed
primary aroma,spice,anise,dried anise
primary aroma,spice,anise,grilled anise
primary aroma,spice,anise,ground anise
primary aroma,spice,anise,smoky anise
primary aroma,spice,anise,spicy anise
primary aroma,spice,anise,star anise
primary aroma,tree fruit,apple,apple
primary aroma,tree fruit,apple,apple blossom
primary aroma,tree fruit,apple,apple blossoms
primary aroma,tree fruit,apple,apple crumble
primary aroma,tree fruit,apple,apple crumbles
primary aroma,tree fruit,apple,apple jam
primary aroma,tree fruit,apple,apple juice
primary aroma,tree fruit,apple,apple peel
primary aroma,tree fruit,apple,apple pie
primary aroma,tree fruit,apple,apple puree
primary aroma,tree fruit,apple,apple sauce
primary aroma,tree fruit,apple,apple skin
primary aroma,tree fruit,apple,apple tart
primary aroma,tree fruit,apple,apples
primary aroma,tree fruit,apple,applesauce
primary aroma,tree fruit,apple,baked apple
primary aroma,tree fruit,apple,baked apples
primary aroma,tree fruit,apple,baked apple pie
primary aroma,tree fruit,apple,bitter apple
primary aroma,tree fruit,apple,bitter apples
primary aroma,tree fruit,apple,browning apple
primary aroma,tree fruit,apple,bruised apple
primary aroma,tree fruit,apple,bruised apples
primary aroma,tree fruit,apple,buttered apple
primary aroma,tree fruit,apple,buttered apples
primary aroma,tree fruit,apple,candied apple
primary aroma,tree fruit,apple,candied apples
primary aroma,tree fruit,apple,caramel apple
primary aroma,tree fruit,apple,caramelized apple
primary aroma,tree fruit,apple,cooked apple
primary aroma,tree fruit,apple,cooked apples
primary aroma,tree fruit,apple,crab apple
primary aroma,tree fruit,apple,creamed apple
primary aroma,tree fruit,apple,creamed apples
primary aroma,tree fruit,apple,crushed apple
primary aroma,tree fruit,apple,crushed apples
primary aroma,tree fruit,apple,custard apple
primary aroma,tree fruit,apple,delicious apple
primary aroma,tree fruit,apple,delicious apples
primary aroma,tree fruit,apple,dried apple
primary aroma,tree fruit,apple,dried apples
primary aroma,tree fruit,apple,fresh apple
primary aroma,tree fruit,apple,fresh apples
primary aroma,tree fruit,apple,glazed apple
primary aroma,tree fruit,apple,glazed apples
primary aroma,tree fruit,apple,golden apple
primary aroma,tree fruit,apple,golden apples
primary aroma,tree fruit,apple,golden delicious apple
primary aroma,tree fruit,apple,golden delicious apples
primary aroma,tree fruit,apple,honeycrisp apple
primary aroma,tree fruit,apple,honeyed apple
primary aroma,tree fruit,apple,honeyed apples
primary aroma,tree fruit,apple,juicy apple
primary aroma,tree fruit,apple,mature apple
primary aroma,tree fruit,apple,ooked apple
primary aroma,tree fruit,apple,overripe apple
primary aroma,tree fruit,apple,overripe apples
primary aroma,tree fruit,apple,poached apple
primary aroma,tree fruit,apple,poached apples
primary aroma,tree fruit,apple,pressed apple
primary aroma,tree fruit,apple,ripe apple
primary aroma,tree fruit,apple,ripe apples
primary aroma,tree fruit,apple,ripe red apples
primary aroma,tree fruit,apple,roasted apple
primary aroma,tree fruit,apple,roasted apples
primary aroma,tree fruit,apple,slice apple
primary aroma,tree fruit,apple,sliced apple
primary aroma,tree fruit,apple,sliced apples
primary aroma,tree fruit,apple,sour apple
primary aroma,tree fruit,apple,sour apples
primary aroma,tree fruit,apple,spiced apple
primary aroma,tree fruit,apple,spiced apples
primary aroma,tree fruit,apple,spicy apple
primary aroma,tree fruit,apple,spicy apples
primary aroma,tree fruit,apple,stewed apple
primary aroma,tree fruit,apple,stewed apples
primary aroma,tree fruit,apple,tart apple
primary aroma,tree fruit,apple,tart apples
primary aroma,tree fruit,apple,toasted apple
primary aroma,tree fruit,apple,unripe apple
primary aroma,tree fruit,apricot,apricot
primary aroma,tree fruit,apricot,apricot blossom
primary aroma,tree fruit,apricot,apricot conserve
primary aroma,tree fruit,apricot,apricot honey
primary aroma,tree fruit,apricot,apricot jam
primary aroma,tree fruit,apricot,apricot marmalade
primary aroma,tree fruit,apricot,apricot pit
primary aroma,tree fruit,apricot,apricot preserve
primary aroma,tree fruit,apricot,apricot tart
primary aroma,tree fruit,apricot,apricots
primary aroma,tree fruit,apricot,baked apricot
primary aroma,tree fruit,apricot,baked apricots
primary aroma,tree fruit,apricot,candied apricot
primary aroma,tree fruit,apricot,canned apricot
primary aroma,tree fruit,apricot,dried apricot
primary aroma,tree fruit,apricot,dried apricots
primary aroma,tree fruit,apricot,dry apricot
primary aroma,tree fruit,apricot,dry apricots
primary aroma,tree fruit,apricot,fresh apricot
primary aroma,tree fruit,apricot,fresh apricots
primary aroma,tree fruit,apricot,glazed apricot
primary aroma,tree fruit,apricot,green apricot
primary aroma,tree fruit,apricot,honeyed apricot
primary aroma,tree fruit,apricot,poached apricot
primary aroma,tree fruit,apricot,ripe apricot
primary aroma,tree fruit,apricot,spicy apricot
primary aroma,tree fruit,apricot,tart apricot
primary aroma,tree fruit,apricot,tinned apricot
primary aroma,tree fruit,apricot,unripe apricot
primary aroma,tree fruit,apricot,warm apricot
primary aroma,tree fruit,apricot,ripe apricots
primary aroma,spice,aromatic herbs,aromatic herbs
primary aroma,spice,aromatic spice,aromatic spices
unknown,unknown,artichoke,artichoke
unknown,unknown,artichoke,artichoke liqueur
faults,sulfides and mercaptans,ash,ash
faults,sulfides and mercaptans,ash,campfire ash
faults,sulfides and mercaptans,ash,volcanic ash
,,ashberry,ashberry
primary aroma,vegetable,asparagus,asparagus
,,asparagus,green asparagus
,,asparagus,grilled asparagus
,,asphalt,asphalt
,,asphalt,wet asphalt
primary aroma,spice,assorted spices,assorted spices
,,avocado,avocado
,,baby powder,baby powder
faults,sulfides and mercaptans,bacon,bacon
faults,sulfides and mercaptans,bacon,smoked bacon
primary aroma,herb,baked herbs,baked herb
primary aroma,herb,baked herbs,baked herbs
faults,cooked,baked prunes,baked prunes
,,baking powder,baking powder
tertiary,oak aging,baking spices,baked spice
tertiary,oak aging,baking spices,baked spices
tertiary,oak aging,baking spices,baking spice
tertiary,oak aging,baking spices,baking spices
,,balsam,balsam
,,balsam,balsam herb
,,balsam,balsam wood
,,balsam,balsamic herbs
tertiary,volatile acidity,balsam,balsamic
primary aroma,tropical fruit,banana,baked bananas
primary aroma,tropical fruit,banana,banana
primary aroma,tropical fruit,banana,banana peel
primary aroma,tropical fruit,banana,bananas
primary aroma,tropical fruit,banana,dried banana
primary aroma,tropical fruit,banana,green banana
primary aroma,tropical fruit,banana,ripe banana
faults,brettanomyces,band aid,band aid
primary aroma,spice,barbecue spice,barbecue spice
,,barberry,barberry
,,barley,barley
,,barrel spice,barrel spice
,,barrel spice,barrel spices
primary aroma,herb,basil,basil
primary aroma,herb,bay leaf,bay leaf
primary aroma,herb,bay leaf,bay leaves
primary aroma,herb,bay leaf,dried bay leaves
primary aroma,herb,bay leaf,laurel leaf
,,bay leaf,bayleaf
,,bean,green bean
,,bean,green beans
primary aroma,microbial,beer,beer
primary aroma,microbial,beer,root beer
,,beetroot,beet root
,,beetroot,beetroot
primary aroma,noble rot,beewax,bees
primary aroma,noble rot,beewax,beeswax
primary aroma,noble rot,beewax,beewax
primary aroma,vegetable,bell pepper,bell pepper
primary aroma,vegetable,bell pepper,bell peppers
primary aroma,vegetable,bell pepper,bellpepper
primary aroma,vegetable,bell pepper,capsicum
primary aroma,vegetable,bell pepper,roasted bell pepper
primary aroma,citrus,bergamot,bergamot
,,berry,forrest berries
,,berry,green berries
,,berry,jammy berries
,,berry,juicy berries
,,berry,juniper berries
,,berry,overripe berries
,,berry,ripe berries
,,berry,ripe black berries
,,berry,ripe dark berries
,,berry,ripe red berries
,,berry,baked berries
,,berry,baked berry
,,berry,berries
,,berry,berry
,,berry,bitter berry
,,berry,bitter berry skin
,,berry,botrytis berry
,,berry,brambleberry
,,berry,brambly berry
,,berry,candied berry
,,berry,chocolate berry
,,berry,cooked berries
,,berry,cooked berry
,,berry,crushed berries
,,berry,crushed berry
,,berry,dried berries
,,berry,dried berry
,,berry,fresh berries
,,berry,green berry
,,berry,jammy berry
,,berry,juicy berry
,,berry,ripe berry
,,berry,roasted berries
,,berry,roasted berry
,,berry,smoky berry
,,berry,sour berries
,,berry,spiced berry
,,berry,spicy berries
,,berry,spicy berry
,,berry,spicy wild berry
,,berry,stewed berries
,,berry,stewed berry
,,berry,tart berries
,,berry,tart berry
,,berry,underripe berries
,,berry,wild berries
,,berry,wild berry
,,bilberry,bilberries
primary aroma,black fruit,bilberry,bilberry
tertiary,oak aging,biscuit,biscuit
tertiary,oak aging,biscuit,biscuits
tertiary,oak aging,biscuit,biscuity
primary aroma,herb,bitter herbs,bitter herb
primary aroma,herb,bitter herbs,bitter herbs
primary aroma,black fruit,black berry,black berries
primary aroma,black fruit,black berry,blackberries
primary aroma,black fruit,black berry,crushed dark berries
primary aroma,black fruit,black berry,dark berry
,,black cherry,baked black cherries
,,black cherry,baked black cherry
,,black cherry,black cherries
,,black cherry,black cherry liqueur
,,black cherry,black cherry pie
primary aroma,spice,black cherry,black cherry spice
,,black cherry,blackcherry
primary aroma,red fruit,black cherry,crushed black cherry
primary aroma,red fruit,black cherry,dark cherry
,,black cherry,dried black cherries
,,black cherry,dried black cherry
,,black cherry,jammy black cherry
,,black cherry,macerated black cherry
,,black cherry,ripe black cherries
,,black cherry,ripe black cherry
,,black cherry,ripe dark cherries
,,black cherry,ripe dark cherry
primary aroma,red fruit,black cherry,smoking black cherry
primary aroma,red fruit,black cherry,smoking blackcherry
,,black cherry,smoky black cherry
,,black cherry,spicy black cherry
,,black cherry,tart black cherry
,,black currant,baked blackcurrants
primary aroma,black fruit,black currant,black currant
,,black currant,black currant jam
,,black currant,black currant leaf
,,black currant,black currant leaves
,,black currant,black currants
primary aroma,black fruit,black currant,black current
,,black currant,black currents
primary aroma,black fruit,black currant,blackcurrant
,,black currant,blackcurrant bud
,,black currant,blackcurrant fruit
,,black currant,blackcurrant jam
primary aroma,black fruit,black currant,blackcurrant leaf
,,black currant,blackcurrant licorice
,,black currant,blackcurrants
primary aroma,black fruit,black currant,blackcurrent
,,black currant,blackcurrents
,,black currant,crushed black currant
,,black currant,crushed black currants
,,black currant,crushed blackcurrants
primary aroma,black fruit,black currant,currant
,,black currant,dried black currant
,,black currant,fresh blackcurrant
,,black currant,fresh blackcurrants
,,black currant,ripe black currant
,,black currant,ripe black currants
,,black currant,ripe blackcurrant
,,black currant,ripe blackcurrants
,,black currant,spicy blackcurrant
unknown,unknown,black fruit,black fruit liqueur
primary aroma,spice,black pepper,black pepper
primary aroma,spice,black pepper,blackpepper
,,black pepper,cracked black pepper
,,black pepper,crushed black pepper
primary aroma,spice,black pepper,dark pepper
primary aroma,spice,black pepper,peppercorns
,,black pepper,spicy black pepper
primary aroma,vegetable,black tea,black tea
primary aroma,vegetable,black tea,blacktea
,,blackberry,jammy blackberries
,,blackberry,ripe blackberries
,,blackberry,baked blackberries
,,blackberry,baked blackberry
primary aroma,black fruit,blackberry,black berry
primary aroma,black fruit,blackberry,black berry preserve
primary aroma,black fruit,blackberry,black berry preserves
,,blackberry,blackberries licorice
primary aroma,black fruit,blackberry,blackberry
,,blackberry,blackberry bramble
primary aroma,black fruit,blackberry,blackberry compote
,,blackberry,blackberry jam
,,blackberry,blackberry jam licorice
,,blackberry,blackberry juice
primary aroma,black fruit,blackberry,blackberry leaf
,,blackberry,blackberry licorice
,,blackberry,blackberry liqueur
,,blackberry,blackberry marmalade
primary aroma,black fruit,blackberry,blackberry preserve
primary aroma,black fruit,blackberry,blackberry preserves
,,blackberry,brambly blackberry
,,blackberry,candied blackberry
,,blackberry,cooked blackberry
primary aroma,black fruit,blackberry,crush blackberry
primary aroma,black fruit,blackberry,crushed black berries
primary aroma,black fruit,blackberry,crushed blackberries
primary aroma,black fruit,blackberry,crushed blackberry
,,blackberry,dark berries
,,blackberry,dark berries licorice
,,blackberry,dark berry licorice
,,blackberry,dark berry liqueur
,,blackberry,dark berry preserve
,,blackberry,dark berry skin
,,blackberry,dried blackberries
,,blackberry,dried blackberry
,,blackberry,fresh blackberries
,,blackberry,fresh blackberry
,,blackberry,jammy blackberry
,,blackberry,juicy blackberry
,,blackberry,ripe black berry
primary aroma,black fruit,blackberry,ripe blackberry
,,blackberry,roasted blackberry
,,blackberry,smoky blackberry
,,blackberry,spiced blackberry
,,blackberry,spicy dark berries
,,blackberry,spicy dark berry
,,blackberry,stewed blackberries
,,blackberry,stewed blackberry
,,blackberry,tart blackberries
,,blackberry,tart blackberry
,,blackberry,toasty blackberry
unknown,unknown,blood,blood
unknown,unknown,blood,bloody
,,blood,dried blood
,,blood,fresh blood
unknown,unknown,blood orange,blood orange
,,blue flower,blue flower
,,blue flower,blue flowers
,,blueberry,ripe blueberries
,,blueberry,baked blueberries
,,blueberry,baked blueberry
,,blueberry,blue berries
primary aroma,black fruit,blueberry,blue berry
,,blueberry,blueberries
primary aroma,black fruit,blueberry,blueberry
,,blueberry,blueberry jam
,,blueberry,blueberry licorice
,,blueberry,blueberry liqueur
,,blueberry,blueberry preserve
,,blueberry,crushed blueberries
,,blueberry,crushed blueberry
,,blueberry,dried blueberries
,,blueberry,dried blueberry
,,blueberry,fresh blueberries
,,blueberry,fresh blueberry
,,blueberry,ripe blueberry
,,blueberry,spicy blueberry
,,blueberry,tart blueberry
primary aroma,black fruit,blueberry,wild blue berry
primary aroma,black fruit,blueberry,wild blueberry
faults,sulfides and mercaptans,boiled eggs,boiled eggs
,,botanical herbs,botanical herb
,,botanical herbs,botanical herbs
,,botrytis,botrytis spice
,,botrytis,smoky botrytis
,,botrytis,spicy botrytis
,,boysenberry,boysenberries
primary aroma,black fruit,boysenberry,boysenberry
,,boysenberry,boysenberry jam
,,boysenberry,boysenberry licorice
,,boysenberry,ripe boysenberry
,,brambleberry,bramble berries
,,brambleberry,brambleberries
,,brambleberry,brambly berries
secondary,microbial,bread,baguette
secondary,microbial,bread,baked bread
secondary,microbial,bread,baking bread
secondary,microbial,bread,bread
secondary,microbial,bread,bread crumbs
secondary,microbial,bread,bread crust
secondary,microbial,bread,bread dough
secondary,microbial,bread,breadcrumbs
secondary,microbial,bread,bready
secondary,microbial,bread,brioche
secondary,microbial,bread,buttered bread
secondary,microbial,bread,croissant
secondary,microbial,bread,fresh baked bread
secondary,microbial,bread,fresh bread
secondary,microbial,bread,grilled bread
secondary,microbial,bread,pain grille
secondary,microbial,bread,roasted bread
secondary,microbial,bread,spicy toast
secondary,microbial,bread,toasted baguette
secondary,microbial,bread,toasted bread
secondary,microbial,bread,wheat toast
,,brimstone,brimstone
,,brioche,baked brioche
,,brioche,brioche toast
,,brioche,buttered brioche
,,brioche,buttery brioche
,,brioche,toasted brioche
,,brioche,toasty brioche
,,broccoli,broccoli
,,brown spice,brown spice
,,brown spice,brown spices
tertiary,general aging,browned butter,browned butter
,,bubblegum,bubble gum
primary aroma,tropical fruit,bubblegum,bubblegum
primary aroma,flower,buckwheat,buckwheat
,,burnt match,burnt match
faults,sulfides and mercaptans,burnt rubber,burnt rubber
secondary,microbial,butter,butter
,,butter,buttery
,,butter,fresh butter
,,butter,melted butter
,,butter,salted butter
secondary,microbial,butter milk,butter milk
primary aroma,flower,buttercups,buttercup
primary aroma,flower,buttercups,buttercups
,,buttermilk,buttermilk
,,butterscotch,butter scotch
,,butterscotch,butterscotch
,,cabbage,cabbage
,,figs,fig cake
,,raisin,raisin cake
,,rum,rum cake
,,cake spice,cake spice
unknown,unknown,camphor,camphor
,,cantaloupe,cantaloupe
,,capsicum,green capsicum
,,caramel,burnt caramel
faults,cooked,caramel,caramel
,,caramel,creme caramel
,,caramel,crme caramel
,,caramel,salted caramel
,,caramel,salty caramel
faults,cooked,caramel,smoky caramel
,,caramel,toasted caramel
,,caramel,toasty caramel
,,caramel,toffee caramel
,,caramel,caramel toffee
faults,brettanomyces,cardamom,black cardamom
faults,brettanomyces,cardamom,cardamom
faults,brettanomyces,cardamom,cardamom spice
faults,brettanomyces,cardamom,cardamon
faults,brettanomyces,cardamom,green cardamom
faults,brettanomyces,cardamom,ground cardamom
primary aroma,black fruit,cassis,bitter cherry cassis
primary aroma,black fruit,cassis,black cassis
primary aroma,black fruit,cassis,black cherry cassis
primary aroma,black fruit,cassis,blackberries cassis
primary aroma,black fruit,cassis,blackberry cassis
primary aroma,black fruit,cassis,blueberry cassis
primary aroma,black fruit,cassis,cassis
primary aroma,black fruit,cassis,creme de cassis
primary aroma,black fruit,cassis,crème de cassis
primary aroma,black fruit,cassis,crme de cassis
primary aroma,black fruit,cassis,crushed cassis
primary aroma,black fruit,cassis,dried cassis
primary aroma,black fruit,cassis,dry cassis
primary aroma,black fruit,cassis,fresh cassis
primary aroma,black fruit,cassis,jammy cassis
primary aroma,black fruit,cassis,ripe cassis
primary aroma,black fruit,cassis,smoky cassis
primary aroma,black fruit,cassis,spicy cassis
primary aroma,black fruit,cassis,warm cassis
faults,sulfides and mercaptans,cat pee,cat pee
faults,sulfides and mercaptans,cat pee,cat piss
,,cauliflower,cauliflower
primary aroma,flower,cedar,cedar
primary aroma,flower,cedar,cedar berries
primary aroma,flower,cedar,cedar box
primary aroma,flower,cedar,cedar licorice
primary aroma,flower,cedar,cedar oak
primary aroma,flower,cedar,cedar shavings
primary aroma,flower,cedar,cedar smoke
primary aroma,flower,cedar,cedar spice
primary aroma,flower,cedar,cedar spice box
primary aroma,flower,cedar,cedar tree
primary aroma,flower,cedar,cedar wood
primary aroma,flower,cedar,cedarwood
primary aroma,flower,cedar,cedary
primary aroma,flower,cedar,cedary oak
primary aroma,flower,cedar,cedary spice
primary aroma,flower,cedar,ceder
primary aroma,flower,cedar,celery leaf
primary aroma,flower,cedar,celery root
primary aroma,flower,cedar,cellar floor
primary aroma,flower,cedar,cidery
primary aroma,flower,cedar,roasted cedar
primary aroma,flower,cedar,smoked cedar
primary aroma,flower,cedar,smoky cedar
primary aroma,flower,cedar,spicy cedar
primary aroma,flower,cedar,toasted cedar
primary aroma,flower,cedar,toasty cedar
primary aroma,flower,cedar,wet cedar
primary aroma,vegetable,celery,celery
unknown,unknown,chalk,chalk
unknown,unknown,chalk,chalk dust
,,chalk,chalkiness
,,chalk,chalky
unknown,unknown,chalk,crushed chalk
,,chalk,wet chalk
primary aroma,herb,chamomile,chamomile
unknown,unknown,charcoal,charcoal
,,cheese,cheddar cheese
,,cheese,cheery
,,cheese,cheese
,,cheese,cheeses
,,cheese,cream cheese
,,cheese,goat cheese
,,cherry,baked cherries
,,cherry,baked cherry
,,cherry,bitter cherries
,,cherry,bitter cherry
,,cherry,bitter cherry pit
primary aroma,black fruit,cherry,block cherry
primary aroma,black fruit,cherry,blockcherry
,,cherry,candied cherries
primary aroma,red fruit,cherry,candied cherry
,,cherry,cherries
primary aroma,red fruit,cherry,cherry
primary aroma,red fruit,cherry,cherry blossom
,,cherry,cherry cassis
,,cherry,cherry cola
,,cherry,cherry currant
,,cherry,cherry floral
,,cherry,cherry fruit
,,cherry,cherry jam
,,cherry,cherry licorice
primary aroma,red fruit,cherry,cherry liqueur
primary aroma,red fruit,cherry,cherry marmalade
,,cherry,cherry pie
,,cherry,cherry pit
,,cherry,cherry preserve
,,cherry,cherry rhubarb
,,cherry,cherry sauce
,,cherry,cherry skin
primary aroma,spice,cherry,cherry spice
,,cherry,cherry tart
,,cherry,chewy cherry
,,cherry,chocolate cherry
,,cherry,chocolate covered cherries
,,cherry,chocolate covered cherry
,,cherry,chocolatecovered cherries
,,cherry,cooked cherries
,,cherry,cooked cherry
primary aroma,red fruit,cherry,crushed black cherries
,,cherry,crushed cherries
,,cherry,crushed cherry
,,cherry,dried cherry cassis
,,cherry,dried cherry licorice
,,cherry,fresh cherries
primary aroma,red fruit,cherry,fresh cherry
,,cherry,glazed cherries
,,cherry,jammy cherries
,,cherry,jammy cherry
,,cherry,juicy cherries
,,cherry,juicy cherry
,,cherry,macerated cherries
,,cherry,macerated cherry
primary aroma,red fruit,cherry,maraschino
primary aroma,red fruit,cherry,maraschino cherry
,,cherry,mature cherry
primary aroma,red fruit,cherry,morello cherries
primary aroma,red fruit,cherry,morello cherry
,,cherry,overripe cherries
,,cherry,overripe cherry
,,cherry,ripe cherries
primary aroma,red fruit,cherry,ripe cherry
,,cherry,ripe sour cherry
,,cherry,roasted cherry
,,cherry,smoked cherry
,,cherry,smoky cherry
,,cherry,soft cherry
primary aroma,red fruit,cherry,sour cherries
primary aroma,red fruit,cherry,sour cherry
,,cherry,spiced cherries
,,cherry,spiced cherry
,,cherry,spicy cherries
primary aroma,red fruit,cherry,spicy cherry
,,cherry,stewed cherries
,,cherry,stewed cherry
,,cherry,succulent cherry
,,cherry,sun dried cherry
primary aroma,red fruit,cherry,sweet cherry
,,cherry,tart cherries
,,cherry,tinged cherry
,,cherry,unripe cherries
,,cherry,unripe cherry
primary aroma,red fruit,cherry,warm cherry
,,cherry flower,cherry flowers
primary aroma,spice,cherry spice,mahleb
unknown,unknown,chestnut,chestnut
,,chestnut,roasted chestnut
,,chestnut,roasted chestnuts
,,chocolate,bakers chocolate
,,chocolate,baking chocolate
tertiary,general aging,chocolate,bitter chocolate
,,chocolate,bitter dark chocolate
,,chocolate,bittersweet chocolate
,,chocolate,black chocolate
,,chocolate,chocolat
tertiary,general aging,chocolate,chocolate
,,chocolate,chocolate fudge
,,chocolate,chocolate licorice
,,chocolate,chocolate liqueur
,,chocolate,chocolates
tertiary,general aging,chocolate,chocolatey
,,chocolate,chocolaty
tertiary,general aging,chocolate,dark chocolate
,,chocolate,melted chocolate
,,chocolate,mint chocolate
,,chocolate,molten chocolate
,,chocolate,spiced chocolate
tertiary,general aging,chocolate,white chocolate
,,chokeberry,chokeberry
primary aroma,herb,chopped herbs,chopped herb
tertiary,oak aging,cigar,cigar
tertiary,oak aging,cigar,unsmoked cigar
tertiary,oak aging,cigar box,cigar box
,,cinnamon,buttered cinnamon toast
,,cinnamon,cinammon
,,cinnamon,cinamon
primary aroma,spice,cinnamon,cinnamon
,,cinnamon,cinnamon bark
,,cinnamon,cinnamon spice
,,cinnamon,cinnamon spices
primary aroma,spice,cinnamon,cinnamon stick
,,cinnamon,cinnamon toast
,,cinnamon,powdered cinnamon
,,cinnamon,spiced cinnamon
,,cinnamon,spicy cinnamon
,,citrus,bitter citrus
,,citrus,bitter citrus peel
,,citrus,buttered citrus
,,citrus,candied citrus
,,citrus,candied citrus peel
,,citrus,caramelized citrus
primary aroma,citrus,citrus,citric
primary aroma,citrus,citrus,citrus
primary aroma,citrus,citrus,citrus peel
,,citrus,dried citrus
primary aroma,citrus,citrus,dried citrus peel
,,citrus,fresh citrus
,,citrus,glazed citrus
,,citrus,green citrus
,,citrus,honeyed citrus
,,citrus,juicy citrus
primary aroma,citrus,citrus,oily citrus
,,citrus,preserved citrus
,,citrus,smoky citrus
,,citrus,soft citrus
,,citrus,sour citrus
,,citrus,spiced citrus
primary aroma,citrus,citrus,spicy citrus
,,citrus,tart citrus
,,citrus,citrus blossom
primary aroma,earth,clay pot,clay pot
tertiary,oak aging,clove,clove
,,clove,cloves
tertiary,oak aging,clove,crushed clove
,,clove,dried cloves
,,clove,ground clove
,,clove,spicy clove
primary aroma,vegetable,clover,clover
primary aroma,vegetable,clover,trefoil
,,coal,coal
,,coal,coal smoke
tertiary,general aging,cocoa,cacao
tertiary,general aging,cocoa,cacao bean
tertiary,general aging,cocoa,cacao tree
tertiary,general aging,cocoa,cocoa
tertiary,general aging,cocoa,cocoa bean
,,cocoa,raw cocoa
tertiary,oak aging,coconut,coconut
,,coconut,coconut oil
,,coconut,coconuts
,,coconut,toasted coconut
,,coffee,espresso bean
,,coffee,green coffee bean
,,coffee,espresso beans
,,coffee,bitter cocoa
,,coffee,bitter coffee
,,coffee,bittersweet cocoa
,,coffee,black coffee
,,coffee,cappuccino
,,coffee,chocolate espresso
,,coffee,cocoa beans
,,coffee,cocoa powder
,,coffee,coffe
tertiary,general aging,coffee,coffee
,,coffee,coffee bean
,,coffee,coffee beans
,,coffee,coffee cocoa
,,coffee,coffee grinds
,,coffee,coffee grounds
,,coffee,coffee licorice
,,coffee,coffee liqueur
,,coffee,coffee mocha
,,coffee,espresso coffee
,,coffee,ground coffee
,,coffee,roasted cocoa
,,coffee,roasted coffee
,,coffee,roasted coffee bean
,,coffee,roasted coffee beans
,,coffee,roasted espresso
,,coffee,smoky mocha
,,coffee,spicy mocha
,,coffee,toasted coffee
,,coffee,toasty mocha
,,cognac,cognac
,,coke,coke
tertiary,oak aging,cola,cola
,,cola,spicy cola
unknown,unknown,compost,compost
unknown,unknown,compost,composty
unknown,unknown,concrete,contrete
unknown,unknown,concrete,wet concrete
,,confectionary,confectionary
,,confectionary,confectionery
,,cooking spice,cooking spice
,,cooking spice,cooking spices
,,copper,copper
unknown,unknown,coriander,coriander
unknown,unknown,coriander,coriander seed
,,coriander ,cilantro
,,costmary,costmary
,,cranberries,ripe cranberries
,,cranberry,cranberries
primary aroma,red fruit,cranberry,cranberry
,,cranberry,cranberry jam
,,cranberry,cranberry juice
primary aroma,red fruit,cranberry,cranberry leaf
,,cranberry,cranberry licorice
,,cranberry,cranberry sauce
,,cranberry,crushed cranberries
,,cranberry,dried cranberries
primary aroma,red fruit,cranberry,dried cranberry
,,cranberry,fresh cranberries
,,cranberry,fresh cranberry
,,cranberry,ripe cranberry
,,cranberry,tart cranberries
secondary,microbial,cream,cream
secondary,microbial,cream,creamy
,,cream,fresh cream
secondary,microbial,cream,pastry cream
,,cream,whipped cream
,,crushed herbs,crushed herb
,,crushed herbs,crushed herbs
primary aroma,earth,crushed rock,crushed rock
,,ctricas,notas ctricas
primary aroma,herb,cumin,cumin
primary aroma,herb,cumin,cumin seed
,,currant,crushed currant
,,currant,dried currant
,,currant,dried currants
,,currant,fresh currant
,,currant,ripe currants
,,currant,roasted currant
,,currant,spicy currant
,,currant,tart currant
,,curry spice,curry spice
primary aroma,flower,daffodil,daffodil
,,damson,damson jam
,,damson,ripe damson
primary aroma,black fruit,damsons,damson
primary aroma,black fruit,damsons,damson plum
primary aroma,black fruit,damsons,damsons
primary aroma,dried fruit,dates,date
